i,book_id,title,authors,original_publication_year,average_rating,tags_text,small_image_url,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,isbn13,image_url,google_cover_url,google_cover_url_large
2229,2230,The Black Cauldron (The Chronicles of Prydain #2),Lloyd Alexander,1965.0,4.13,to-read fantasy young-adult fiction favorites,https://images.gr-assets.com/books/1405377996s/24784.jpg,49138,538,1298,9501,19253,20605,9780805080490,https://images.gr-assets.com/books/1405377996m/24784.jpg,,
2230,2231,This Is Your Brain on Music: The Science of a Human Obsession,Daniel J. Levitin,2006.0,3.86,to-read currently-reading music non-fiction science,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,37465,1771,2677,8997,11758,14233,9780525949700,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
2231,2232,The First Phone Call from Heaven,Mitch Albom,2013.0,3.73,to-read fiction mitch-albom favorites owned,https://images.gr-assets.com/books/1380034020s/17888952.jpg,38957,1318,3523,12207,14618,11652,9780062294370,https://images.gr-assets.com/books/1380034020m/17888952.jpg,,
2232,2233,Possible Side Effects,Augusten Burroughs,2006.0,3.97,to-read currently-reading memoir non-fiction humor,https://images.gr-assets.com/books/1412064839s/61115.jpg,38243,411,1619,9269,15626,12728,9780312426810,https://images.gr-assets.com/books/1412064839m/61115.jpg,,
2233,2234,Still Life with Bread Crumbs,Anna Quindlen,2014.0,3.63,to-read fiction romance chick-lit contemporary-fiction,https://images.gr-assets.com/books/1403168088s/17884042.jpg,35682,1778,3116,12154,16017,8256,9781400065750,https://images.gr-assets.com/books/1403168088m/17884042.jpg,,
2234,2235,"The A.B.C. Murders (Hercule Poirot, #13)",Agatha Christie,1936.0,3.97,to-read mystery agatha-christie currently-reading fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,49513,250,1906,14323,23443,17448,9781579126250,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
2235,2236,Holy Bible: New International Version,Anonymous,1909.0,4.61,to-read currently-reading favorites religion christian,https://images.gr-assets.com/books/1382581321s/280111.jpg,40430,1637,1131,2091,3664,37471,9780310902710,https://images.gr-assets.com/books/1382581321m/280111.jpg,,
2236,2237,"Lover Reborn (Black Dagger Brotherhood, #10)",J.R. Ward,2012.0,4.35,to-read paranormal paranormal-romance vampires romance,https://images.gr-assets.com/books/1319144072s/10993282.jpg,57866,457,1589,7834,19247,35062,9780451235850,https://images.gr-assets.com/books/1319144072m/10993282.jpg,,
2237,2238,"The Duke and I (Bridgertons, #1)",Julia Quinn,2000.0,4.11,to-read romance historical-romance historical favorites,https://images.gr-assets.com/books/1379594717s/110391.jpg,57839,985,2190,10984,22723,25041,9780380800830,https://images.gr-assets.com/books/1379594717m/110391.jpg,,
2238,2239,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)","Margaret Weis, Tracy Hickman",1985.0,4.12,fantasy fiction favorites owned default,https://images.gr-assets.com/books/1312062224s/68378.jpg,39928,412,1621,8275,15702,18106,9780786930710,https://images.gr-assets.com/books/1312062224m/68378.jpg,,
2239,2240,A Raisin in the Sun,Lorraine Hansberry,1959.0,3.72,to-read plays classics fiction currently-reading,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,44237,1278,4480,14213,18335,12603,9780375508330,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
2240,2241,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,2002.0,4.1,science-fiction sci-fi currently-reading cyberpunk fiction,https://images.gr-assets.com/books/1387128955s/40445.jpg,41505,563,2007,7929,17793,18480,9780345457690,https://images.gr-assets.com/books/1387128955m/40445.jpg,,
2241,2242,"The Sum of All Fears (Jack Ryan Universe, #7)",Tom Clancy,1991.0,3.99,to-read fiction thriller tom-clancy currently-reading,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,43888,301,1643,10970,19113,14783,9780425184230,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
2242,2243,The Good Neighbor,A.J. Banner,2015.0,3.33,currently-reading to-read kindle fiction mystery,https://images.gr-assets.com/books/1465938498s/25837341.jpg,37604,1973,6264,13559,11439,5751,,https://images.gr-assets.com/books/1465938498m/25837341.jpg,,
2243,2244,"Saga, Vol. 2 (Saga, #2)","Brian K. Vaughan, Fiona Staples",2013.0,4.57,to-read graphic-novels comics graphic-novel fantasy,https://images.gr-assets.com/books/1486028954s/17131869.jpg,56122,142,374,3059,17397,37155,9781607066930,https://images.gr-assets.com/books/1486028954m/17131869.jpg,,
2244,2245,"The Enemy (Jack Reacher, #8)",Lee Child,2004.0,4.15,to-read lee-child thriller fiction mystery,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,42205,258,1041,8563,22069,19105,9780440241010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
2245,2246,Flash Boys: A Wall Street Revolt,Michael   Lewis,2014.0,4.12,to-read non-fiction business finance economics,https://images.gr-assets.com/books/1404963230s/20604826.jpg,18379,509,1293,7088,18473,16250,9780393244660,https://images.gr-assets.com/books/1404963230m/20604826.jpg,,
2246,2247,The Diving Bell and the Butterfly,"Jean-Dominique Bauby, Jeremy Leggatt",1997.0,4.01,non-fiction memoir to-read biography memoirs,https://images.gr-assets.com/books/1336930564s/193755.jpg,41037,572,2098,9483,17444,15911,9780375701210,https://images.gr-assets.com/books/1336930564m/193755.jpg,,
2247,2248,Killing Kennedy: The End of Camelot,"Bill O'Reilly, Martin Dugard",2012.0,4.05,to-read currently-reading history non-fiction biography,https://images.gr-assets.com/books/1337689366s/13538641.jpg,35799,888,1435,7031,16420,14442,9780805096670,https://images.gr-assets.com/books/1337689366m/13538641.jpg,,
2248,2249,Rogue Lawyer,John Grisham,2015.0,3.7,fiction currently-reading to-read mystery john-grisham,https://images.gr-assets.com/books/1434559021s/25387351.jpg,29156,1217,3622,13569,17736,10430,9780385539430,https://images.gr-assets.com/books/1434559021m/25387351.jpg,,
2249,2250,The Life and Times of the Thunderbolt Kid,Bill Bryson,2006.0,3.93,to-read non-fiction memoir humor biography,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,42680,709,2386,10824,18212,14527,9780767919360,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
2250,2251,Still Missing,Chevy Stevens,2010.0,3.96,to-read currently-reading mystery fiction thriller,https://images.gr-assets.com/books/1260468195s/7159515.jpg,44223,912,2478,10467,20403,16377,9780312595680,https://images.gr-assets.com/books/1260468195m/7159515.jpg,,
2251,2252,"'Tis (Frank McCourt, #2)",Frank McCourt,1999.0,3.66,to-read non-fiction memoir currently-reading biography,https://images.gr-assets.com/books/1375947803s/4912.jpg,40726,652,3689,15825,17256,9326,9780006551810,https://images.gr-assets.com/books/1375947803m/4912.jpg,,
2252,2253,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,2005.0,4.01,to-read history non-fiction currently-reading nonfiction,https://images.gr-assets.com/books/1327865228s/39020.jpg,41815,1186,2008,8065,16264,16126,9781400032050,https://images.gr-assets.com/books/1327865228m/39020.jpg,,
2253,2254,"Fairest (The Lunar Chronicles, #3.5)",Marissa Meyer,2015.0,4.02,to-read young-adult fantasy favorites sci-fi,https://images.gr-assets.com/books/1460846345s/22489107.jpg,59545,502,2399,13714,27395,21485,9781250060560,https://images.gr-assets.com/books/1460846345m/22489107.jpg,,
2254,2255,An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,1995.0,4.03,to-read currently-reading psychology non-fiction memoir,https://images.gr-assets.com/books/1350028748s/361459.jpg,41102,716,1971,8800,16428,16285,9780679763310,https://images.gr-assets.com/books/1350028748m/361459.jpg,,
2255,2256,Jesus Calling: Enjoying Peace in His Presence,Sarah  Young,2004.0,4.54,to-read currently-reading christian favorites devotional,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,35219,683,781,2888,7127,27269,9781591451880,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
2256,2257,Who's Afraid of Virginia Woolf?,Edward Albee,1962.0,4.09,to-read plays drama classics favorites,https://images.gr-assets.com/books/1327962277s/14940.jpg,45045,761,2266,8889,16237,19910,9780451218600,https://images.gr-assets.com/books/1327962277m/14940.jpg,,
2257,2258,"The Last Wish (The Witcher, #1)",Andrzej Sapkowski,1993.0,4.2,to-read fantasy currently-reading favorites fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,36262,449,1530,8014,20729,23323,9780575077840,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
2258,2259,Foucault's Pendulum,"Umberto Eco, William Weaver",1988.0,3.89,to-read currently-reading fiction favorites mystery,https://images.gr-assets.com/books/1396645125s/17841.jpg,40829,1633,3603,10343,16318,17001,9780156032970,https://images.gr-assets.com/books/1396645125m/17841.jpg,,
2259,2260,A Pocket for Corduroy,Don Freeman,1978.0,4.29,to-read picture-books childrens children-s-books children-s,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,47277,394,1357,7830,12355,25586,9780670561730,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
2260,2261,"The 5th Horseman (Women's Murder Club, #5)","James Patterson, Maxine Paetro",2006.0,4.03,to-read james-patterson mystery currently-reading fiction,https://images.gr-assets.com/books/1396631487s/21445.jpg,45097,264,1519,11287,20628,16855,9781594831120,https://images.gr-assets.com/books/1396631487m/21445.jpg,,
2261,2262,"Kushiel's Dart (Phèdre's Trilogy, #1)",Jacqueline Carey,2001.0,4.04,to-read fantasy currently-reading favorites romance,https://images.gr-assets.com/books/1328168291s/153008.jpg,52071,2434,3584,8925,16441,25894,9780330493740,https://images.gr-assets.com/books/1328168291m/153008.jpg,,
2262,2263,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",Eric Metaxas,2009.0,4.23,to-read currently-reading non-fiction biography favorites,https://images.gr-assets.com/books/1298218180s/7501962.jpg,35611,1234,1342,4577,11574,19886,9781595551380,https://images.gr-assets.com/books/1298218180m/7501962.jpg,,
2263,2264,"Explosive Eighteen (Stephanie Plum, #18)",Janet Evanovich,2011.0,3.92,to-read mystery janet-evanovich currently-reading fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,52993,503,3147,15891,21582,18771,9780345527710,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
2264,2265,"Lies (Gone, #3)",Michael  Grant,2010.0,4.09,young-adult dystopian dystopia ya sci-fi,https://images.gr-assets.com/books/1257814886s/6686092.jpg,48506,825,2264,9924,17479,21489,9780061449090,https://images.gr-assets.com/books/1257814886m/6686092.jpg,,
2265,2266,The Pursuit of God,A.W. Tozer,1948.0,4.38,to-read christian currently-reading theology favorites,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,35078,680,939,4417,10773,23739,9780875093670,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
2266,2267,"The Iron Knight (The Iron Fey, #4)",Julie Kagawa,2011.0,4.23,to-read favorites fantasy young-adult ya,https://images.gr-assets.com/books/1375920888s/9659607.jpg,64066,857,2489,10177,19543,33243,9780373210370,https://images.gr-assets.com/books/1375920888m/9659607.jpg,,
2267,2268,"Maisie Dobbs (Maisie Dobbs, #1)",Jacqueline Winspear,2003.0,3.91,to-read mystery historical-fiction currently-reading fiction,https://images.gr-assets.com/books/1312066155s/462033.jpg,49820,1040,2705,12324,21811,16238,9780142004330,https://images.gr-assets.com/books/1312066155m/462033.jpg,,
2268,2269,"Magician (The Riftwar Saga, #1-2)",Raymond E. Feist,1982.0,4.32,to-read fantasy currently-reading favorites fiction,https://images.gr-assets.com/books/1472201148s/43916.jpg,43964,423,1391,5933,14567,25505,9780586217830,https://images.gr-assets.com/books/1472201148m/43916.jpg,,
2269,2270,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",Ann Brashares,2007.0,3.8,to-read ya books-i-own fiction series,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,56113,937,4036,17477,21599,16366,9780385729370,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
2270,2271,"Feet of Clay (Discworld, #19; City Watch, #3)",Terry Pratchett,1996.0,4.26,to-read fantasy discworld fiction humor,https://images.gr-assets.com/books/1320490628s/34527.jpg,46370,59,644,7988,21680,23286,9780552153260,https://images.gr-assets.com/books/1320490628m/34527.jpg,,
2271,2272,"The Millennium Trilogy (Millennium Trilogy, #1-3)","Stieg Larsson, Reg Keeland",2005.0,4.46,to-read favorites currently-reading crime fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,29944,293,546,2971,12123,22983,9780307594780,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
2272,2273,The Butterfly Garden (The Collector #1),Dot Hutchison,2016.0,4.07,to-read thriller mystery horror currently-reading,https://images.gr-assets.com/books/1461392121s/29981261.jpg,53568,1260,2670,9453,20290,22369,,https://images.gr-assets.com/books/1461392121m/29981261.jpg,,
2273,2274,Skinny Legs and All,Tom Robbins,1990.0,4.03,to-read fiction currently-reading favorites humor,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,32991,490,1508,7482,13828,13201,9781842430350,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
2274,2275,"Destined for an Early Grave (Night Huntress, #4)",Jeaniene Frost,2009.0,4.34,to-read vampires paranormal urban-fantasy favorites,https://images.gr-assets.com/books/1315175949s/5604848.jpg,63734,568,1415,8251,21669,35779,9780061583220,https://images.gr-assets.com/books/1315175949m/5604848.jpg,,
2275,2276,"In Flight (Up in the Air, #1)",R.K. Lilley,2012.0,4.1,favorites romance currently-reading bdsm erotica,https://images.gr-assets.com/books/1397321579s/16134782.jpg,64984,1655,3308,10492,21693,28506,,https://images.gr-assets.com/books/1397321579m/16134782.jpg,,
2276,2277,"Cross (Alex Cross, #12)",James Patterson,2006.0,3.99,to-read james-patterson currently-reading mystery alex-cross,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,42476,423,1812,10713,18062,15059,9780316159790,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
2277,2278,"All-American Girl (All-American Girl, #1)",Meg Cabot,2002.0,3.73,to-read young-adult ya romance chick-lit,https://images.gr-assets.com/books/1291882422s/19448.jpg,55938,1010,4854,17921,19909,14959,9780064472780,https://images.gr-assets.com/books/1291882422m/19448.jpg,,
2278,2279,Neither Here nor There: Travels in Europe,Bill Bryson,1991.0,3.88,to-read travel non-fiction currently-reading nonfiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,42170,874,2545,11191,17477,13303,9780380713810,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
2279,2280,Boy Meets Boy,David Levithan,2003.0,3.85,to-read young-adult lgbt currently-reading ya,https://images.gr-assets.com/books/1356335082s/23228.jpg,48960,1916,3569,12041,15760,17453,9780375832990,https://images.gr-assets.com/books/1356335082m/23228.jpg,,
2280,2281,We Are Water,Wally Lamb,2013.0,3.79,to-read currently-reading fiction book-club favorites,https://images.gr-assets.com/books/1361329815s/17349023.jpg,35457,1057,2917,10538,17625,10489,9780061941020,https://images.gr-assets.com/books/1361329815m/17349023.jpg,,
2281,2282,"Max (Maximum Ride, #5)",James Patterson,2009.0,4.07,to-read young-adult favorites currently-reading fantasy,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,57039,1222,3669,11482,17874,26487,9780316002900,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
2282,2283,"Halo (Halo, #1)",Alexandra Adornetto,2010.0,3.67,to-read currently-reading angels young-adult fantasy,https://images.gr-assets.com/books/1278885735s/7778981.jpg,56216,4554,6224,13124,15096,19842,9780312656260,https://images.gr-assets.com/books/1278885735m/7778981.jpg,,
2283,2284,The Inheritance of Loss,Kiran Desai,2006.0,3.41,to-read currently-reading fiction india owned,https://images.gr-assets.com/books/1327909065s/95186.jpg,37967,1784,5351,13957,13427,6026,9780802142820,https://images.gr-assets.com/books/1327909065m/95186.jpg,,
2284,2285,"A Darkness At Sethanon (The Riftwar Saga, #4)",Raymond E. Feist,1986.0,4.17,to-read fantasy fiction currently-reading default,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,45104,241,1114,8352,18881,19694,9780586066880,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
